N,wavenumber_cm-1,frequency_THz,wavelength_vac_nm,strength
1684,18928.0780,567.449503,528.31566,78
1685,18928.5067,567.462355,528.30369,83
1686,18928.7236,567.468857,528.29764,55
1687,18928.8542,567.472773,528.29399,81
1688,18929.4888,567.491798,528.27628,72
1689,18929.6299,567.496028,528.27235,82
1690,18929.9357,567.505195,528.26381,83
1691,18930.1795,567.512504,528.25701,54
1692,18930.2152,567.513575,528.25601,46
1693,18930.2801,567.515520,528.25420,86
1694,18930.4794,567.521495,528.24864,27
1695,18930.5299,567.523009,528.24723,79
1696,18931.0492,567.538577,528.23274,68
1697,18931.3382,567.547241,528.22468,83
1698,18931.6677,567.557119,528.21548,81
1699,18931.7270,567.558897,528.21383,34
1700,18932.0646,567.569018,528.20441,78
1701,18932.4543,567.580701,528.19354,29
1702,18932.4929,567.581858,528.19246,64
1703,18932.6515,567.586613,528.18804,69
1704,18932.7019,567.588124,528.18663,86
1705,18932.9547,567.595703,528.17958,85
1706,18933.0303,567.597969,528.17747,87
1707,18933.9452,567.625397,528.15195,66
1708,18934.0431,567.628332,528.14921,84
1709,18934.1943,567.632865,528.14500,74
1710,18934.3554,567.637695,528.14050,79
1711,18934.4711,567.641163,528.13728,83
1712,18935.3457,567.667383,528.11288,84
1713,18935.6556,567.676674,528.10424,86
1714,18935.6929,567.677792,528.10320,32
1715,18935.7849,567.680550,528.10063,75
1716,18936.2234,567.693696,528.08840,56
1717,18936.4837,567.701499,528.08115,35
1718,18936.6206,567.705604,528.07733,86
1719,18936.8410,567.712211,528.07118,82
1720,18936.9152,567.714435,528.06911,83
1721,18937.2165,567.723468,528.06071,39
1722,18937.3024,567.726043,528.05832,70
1723,18937.7000,567.737963,528.04723,86
1724,18937.8579,567.742697,528.04283,83
1725,18938.1529,567.751541,528.03460,86
1726,18938.7462,567.769327,528.01806,46
1727,18938.8809,567.773366,528.01430,71
1728,18939.0730,567.779125,528.00895,86
1729,18939.1820,567.782392,528.00591,85
1730,18939.3496,567.787417,528.00124,84
1731,18939.9195,567.804502,527.98535,72
1732,18940.0196,567.807503,527.98256,81
1733,18940.2474,567.814332,527.97621,81
1734,18940.3800,567.818308,527.97251,79
1735,18940.5255,567.822670,527.96846,87
1736,18940.8692,567.832973,527.95888,31
1737,18941.0936,567.839701,527.95262,30
1738,18941.1975,567.842816,527.94972,33
1739,18941.3978,567.848820,527.94414,90
1740,18941.4843,567.851414,527.94173,84
1741,18941.6599,567.856678,527.93684,81
1742,18941.9476,567.865303,527.92882,84
1743,18942.3134,567.876269,527.91862,83
1744,18942.5106,567.882181,527.91313,81
1745,18942.7711,567.889991,527.90587,85
1746,18942.9592,567.895630,527.90062,51
1747,18943.4188,567.909408,527.88782,73
1748,18943.5987,567.914802,527.88280,88
1749,18943.7606,567.919655,527.87829,87
1750,18943.8443,567.922165,527.87596,85
1751,18944.1118,567.930184,527.86851,53
1752,18944.5690,567.943891,527.85577,84
1753,18944.6468,567.946223,527.85360,84
1754,18944.8918,567.953568,527.84677,86
1755,18944.9735,567.956017,527.84450,76
1756,18945.0174,567.957333,527.84327,62
1757,18945.6720,567.976958,527.82504,86
1758,18945.9000,567.983793,527.81868,84
1759,18945.9989,567.986758,527.81593,83
1760,18946.4289,567.999649,527.80395,82
1761,18946.6588,568.006541,527.79754,85
1762,18946.7987,568.010735,527.79365,86
1763,18946.8869,568.013380,527.79119,89
1764,18947.1298,568.020661,527.78442,51
1765,18947.2100,568.023066,527.78219,69
1766,18947.6213,568.035396,527.77073,86
1767,18947.8348,568.041797,527.76479,80
1768,18947.9721,568.045913,527.76096,83
1769,18948.2096,568.053033,527.75435,88
1770,18948.2827,568.055225,527.75231,48
1771,18948.5427,568.063019,527.74507,81
1772,18948.6395,568.065921,527.74237,69
1773,18948.7561,568.069417,527.73913,83
1774,18948.9879,568.076366,527.73267,83
1775,18949.3981,568.088663,527.72125,74
1776,18949.4422,568.089985,527.72002,88
1777,18949.6413,568.095954,527.71447,79
1778,18950.3032,568.115798,527.69604,82
1779,18950.3812,568.118136,527.69387,80
1780,18950.5030,568.121787,527.69048,83
1781,18950.7996,568.130679,527.68222,64
1782,18950.9300,568.134589,527.67859,76
1783,18951.0883,568.139334,527.67418,35
1784,18951.1517,568.141235,527.67242,89
1785,18951.2689,568.144749,527.66915,68
1786,18951.3236,568.146388,527.66763,79
1787,18951.9386,568.164826,527.65051,78
1788,18952.1202,568.170270,527.64545,80
1789,18952.2232,568.173358,527.64258,63
1790,18952.3429,568.176946,527.63925,79
1791,18952.4221,568.179321,527.63705,59
1792,18952.5251,568.182409,527.63418,83
1793,18952.7104,568.187964,527.62902,82
1794,18952.8794,568.193030,527.62431,74
1795,18953.2762,568.204926,527.61327,81
1796,18953.4466,568.210034,527.60852,76
1797,18953.6129,568.215020,527.60390,80
1798,18953.8587,568.222389,527.59705,80
1799,18954.1567,568.231323,527.58876,81
1800,18954.3102,568.235924,527.58449,74
1801,18954.3562,568.237304,527.58321,73
1802,18954.6327,568.245593,527.57551,80
1803,18954.8292,568.251484,527.57004,75
1804,18954.9806,568.256023,527.56583,76
1805,18955.1143,568.260031,527.56210,43
1806,18955.2450,568.263949,527.55847,74
1807,18955.3749,568.267843,527.55485,88
1808,18955.4777,568.270925,527.55199,80
1809,18955.6168,568.275095,527.54812,71
1810,18955.7727,568.279769,527.54378,69
1811,18955.8785,568.282941,527.54084,43
1812,18956.0879,568.289219,527.53501,75
1813,18956.1407,568.290801,527.53354,29
1814,18956.2246,568.293317,527.53120,77
1815,18956.5182,568.302119,527.52303,49
1816,18956.6726,568.306747,527.51874,81
1817,18956.7104,568.307881,527.51769,89
1818,18956.7495,568.309053,527.51660,83
1819,18956.7965,568.310462,527.51529,71
1820,18957.2205,568.323173,527.50349,72
1821,18957.3438,568.326869,527.50006,73
1822,18957.4309,568.329481,527.49764,80
1823,18957.7426,568.338825,527.48896,78
1824,18957.8702,568.342651,527.48541,70
1825,18958.1191,568.350112,527.47849,81
1826,18958.2284,568.353389,527.47545,70
1827,18958.3364,568.356627,527.47244,68
1828,18958.6876,568.367156,527.46267,76
1829,18958.7514,568.369068,527.46090,83
1830,18959.1100,568.379819,527.45092,68
1831,18959.2046,568.382655,527.44829,67
1832,18959.2843,568.385044,527.44607,65
1833,18959.4650,568.390461,527.44104,87
1834,18959.5065,568.391706,527.43989,78
1835,18959.6098,568.394802,527.43702,83
1836,18959.6759,568.396784,527.43518,45
1837,18959.8677,568.402534,527.42984,64
1838,18959.9462,568.404887,527.42766,60
1839,18960.2015,568.412541,527.42056,70
1840,18960.2688,568.414559,527.41868,50
1841,18960.4448,568.419835,527.41379,38
1842,18960.5004,568.421502,527.41224,61
1843,18960.5733,568.423687,527.41021,68
1844,18960.7699,568.429581,527.40474,85
1845,18960.8242,568.431209,527.40323,56
1846,18960.9533,568.435080,527.39964,76
1847,18961.0066,568.436677,527.39816,54
1848,18961.0566,568.438176,527.39677,43
1849,18961.1553,568.441135,527.39402,31
1850,18961.2148,568.442919,527.39237,55
1851,18961.2537,568.444085,527.39129,34
1852,18961.3628,568.447356,527.38825,72
1853,18961.4619,568.450327,527.38550,85
1854,18961.5341,568.452492,527.38349,48
1855,18961.6480,568.455906,527.38032,37
1856,18961.7284,568.458316,527.37808,36
1857,18961.7845,568.459998,527.37652,40
1858,18962.4338,568.479464,527.35847,72
1859,18962.7509,568.488970,527.34965,83
1860,18963.4313,568.509368,527.33073,85
1861,18963.7604,568.519234,527.32157,79
1862,18964.2000,568.532413,527.30935,43
1863,18964.6062,568.544591,527.29806,51
1864,18964.6945,568.547238,527.29560,85
1865,18964.8103,568.550710,527.29238,64
1866,18964.9769,568.555704,527.28775,48
1867,18965.2275,568.563217,527.28078,78
1868,18965.3599,568.567186,527.27710,81
1869,18966.1260,568.590153,527.25580,27
1870,18966.2065,568.592567,527.25357,65
1871,18966.4236,568.599075,527.24753,26
1872,18966.5279,568.602202,527.24463,77
1873,18966.6033,568.604462,527.24253,83
1874,18967.2638,568.624264,527.22417,86
1875,18967.4444,568.629678,527.21915,59
1876,18967.9821,568.645798,527.20421,74
1877,18968.2275,568.653155,527.19739,71
1878,18968.4889,568.660991,527.19012,86
1879,18968.5964,568.664214,527.18714,62
1880,18968.6850,568.666870,527.18467,39
1881,18969.1284,568.680163,527.17235,82
1882,18969.2673,568.684327,527.16849,81
1883,18969.4661,568.690287,527.16297,37
1884,18969.6149,568.694748,527.15883,72
1885,18970.3344,568.716318,527.13884,83
1886,18970.7077,568.727509,527.12846,83
1887,18970.9685,568.735328,527.12122,87
1888,18971.0603,568.738080,527.11867,36
1889,18971.3937,568.748075,527.10940,55
1890,18971.6035,568.754365,527.10357,70
1891,18971.9679,568.765289,527.09345,82
1892,18972.1531,568.770841,527.08830,83
1893,18972.5468,568.782644,527.07737,52
1894,18972.7665,568.789230,527.07126,83
1895,18972.9853,568.795790,527.06518,65
1896,18973.1330,568.800218,527.06108,49
1897,18973.3942,568.808048,527.05383,79
1898,18973.9341,568.824234,527.03883,83
1899,18974.5419,568.842456,527.02195,89
1900,18974.6399,568.845394,527.01922,83
1901,18974.9509,568.854717,527.01059,75
1902,18975.3142,568.865609,527.00050,61
1903,18975.6898,568.876869,526.99006,87
1904,18975.9516,568.884717,526.98279,35
1905,18976.0533,568.887766,526.97997,83
1906,18976.2747,568.894404,526.97382,85
1907,18976.3234,568.895864,526.97247,78
1908,18976.4637,568.900070,526.96857,58
1909,18977.2738,568.924356,526.94608,81
1910,18977.4066,568.928337,526.94239,84
1911,18977.5411,568.932369,526.93866,44
1912,18977.9875,568.945752,526.92626,85
1913,18978.2592,568.953897,526.91872,72
1914,18978.3339,568.956137,526.91664,40
1915,18978.6726,568.966291,526.90724,78
1916,18979.0961,568.978987,526.89548,85
1917,18979.1921,568.981865,526.89282,56
1918,18979.6247,568.994834,526.88081,68
1919,18979.6580,568.995832,526.87988,86
1920,18979.8791,569.002461,526.87375,81
1921,18980.3400,569.016278,526.86095,55
1922,18980.7468,569.028474,526.84966,84
1923,18980.8072,569.030285,526.84798,39
1924,18981.1410,569.040292,526.83872,39
1925,18981.2610,569.043889,526.83539,82
1926,18981.3029,569.045145,526.83422,89
1927,18981.5365,569.052148,526.82774,77
1928,18981.9131,569.063439,526.81729,53
1929,18982.1986,569.071998,526.80937,27
1930,18982.3724,569.077208,526.80454,87
1931,18982.4435,569.079340,526.80257,78
1932,18982.7123,569.087398,526.79511,52
1933,18982.9095,569.093310,526.78964,81
1934,18983.0373,569.097141,526.78609,64
1935,18983.8152,569.120462,526.76450,77
1936,18983.9575,569.124728,526.76056,82
1937,18984.1834,569.131500,526.75429,61
1938,18984.4896,569.140680,526.74579,82
1939,18984.7736,569.149194,526.73791,72
1940,18984.9824,569.155454,526.73212,82
1941,18985.5195,569.171556,526.71722,83
1942,18985.6161,569.174452,526.71454,31
1943,18985.9643,569.184890,526.70488,31
1944,18986.0315,569.186905,526.70301,82
1945,18986.1223,569.189627,526.70049,72
1946,18986.2463,569.193345,526.69705,44
1947,18986.3383,569.196103,526.69450,83
1948,18986.8427,569.211224,526.68051,56
1949,18987.0410,569.217169,526.67501,82
1950,18987.4794,569.230312,526.66285,78
1951,18987.5488,569.232393,526.66092,86
1952,18987.9840,569.245440,526.64885,80
1953,18988.5374,569.262030,526.63350,84
1954,18988.8222,569.270568,526.62561,77
1955,18989.0240,569.276618,526.62001,80
1956,18989.3208,569.285516,526.61178,72
1957,18989.9508,569.304403,526.59431,85
1958,18989.9930,569.305668,526.59314,82
1959,18990.3932,569.317666,526.58204,37
1960,18990.4775,569.320193,526.57970,85
1961,18990.5428,569.322150,526.57789,54
1962,18990.6150,569.324315,526.57589,64
1963,18990.7509,569.328389,526.57212,36
1964,18991.1475,569.340279,526.56113,68
1965,18991.2797,569.344242,526.55746,81
1966,18991.3482,569.346296,526.55556,52
1967,18991.4266,569.348646,526.55339,83
1968,18991.7569,569.358548,526.54423,60
1969,18991.8904,569.362551,526.54053,79
1970,18992.3832,569.377324,526.52687,80
1971,18992.4801,569.380229,526.52418,72
1972,18992.6353,569.384882,526.51988,31
1973,18992.8186,569.390377,526.51480,80
1974,18993.2794,569.404192,526.50202,82
1975,18993.6959,569.416678,526.49048,78
1976,18994.1871,569.431404,526.47686,83
1977,18994.2853,569.434348,526.47414,78
1978,18994.3474,569.436210,526.47242,60
1979,18994.6267,569.444583,526.46468,77
1980,18994.7890,569.449448,526.46018,82
1981,18995.1251,569.459524,526.45086,34
1982,18995.5135,569.471168,526.44010,88
1983,18995.6102,569.474067,526.43742,81
1984,18995.9499,569.484251,526.42800,82
1985,18996.0861,569.488334,526.42423,85
1986,18996.8185,569.510291,526.40393,83
1987,18997.1528,569.520313,526.39467,82
1988,18997.2347,569.522769,526.39240,81
1989,18997.3847,569.527265,526.38825,73
1990,18997.6349,569.534766,526.38131,27
1991,18998.0485,569.547166,526.36985,65
1992,18998.0813,569.548149,526.36894,82
1993,18998.4357,569.558774,526.35913,80
1994,18998.4941,569.560524,526.35751,84
1995,18998.6982,569.566643,526.35185,68
1996,18999.0202,569.576297,526.34293,58
1997,18999.1840,569.581207,526.33839,68
1998,18999.3193,569.585263,526.33465,85
1999,18999.4901,569.590384,526.32991,85
2000,18999.7146,569.597114,526.32370,82
2001,18999.8299,569.600571,526.32050,65
2002,19000.2021,569.611729,526.31019,42
2003,19000.4528,569.619245,526.30325,78
2004,19000.5193,569.621238,526.30140,83
2005,19000.7572,569.628370,526.29482,83
2006,19000.9092,569.632927,526.29061,83
2007,19001.6986,569.656593,526.26874,88
2008,19001.7558,569.658308,526.26716,82
2009,19001.7865,569.659228,526.26631,85
2010,19002.0650,569.667577,526.25859,80
2011,19002.7697,569.688704,526.23908,38
2012,19002.8335,569.690616,526.23731,83
2013,19002.9098,569.692904,526.23520,37
2014,19003.0411,569.696840,526.23156,80
2015,19003.1985,569.701559,526.22720,85
2016,19003.4815,569.710043,526.21937,75
2017,19003.9377,569.723719,526.20673,87
2018,19004.0188,569.726151,526.20449,47
2019,19004.0598,569.727380,526.20335,86
2020,19004.2888,569.734245,526.19701,82
2021,19004.4761,569.739860,526.19183,41
2022,19004.7766,569.748869,526.18351,77
2023,19004.8653,569.751528,526.18105,37
2024,19005.0113,569.755905,526.17701,85
2025,19005.2959,569.764437,526.16913,87
2026,19005.3403,569.765768,526.16790,85
2027,19005.3547,569.766200,526.16750,86
2028,19006.0566,569.787243,526.14807,86
2029,19006.2915,569.794285,526.14157,83
2030,19006.3835,569.797043,526.13902,83
2031,19006.4763,569.799825,526.13645,83
2032,19007.0639,569.817441,526.12019,82
2033,19007.3860,569.827097,526.11127,84
2034,19007.5127,569.830895,526.10776,82
2035,19007.7666,569.838507,526.10074,82
2036,19007.9859,569.845081,526.09467,33
2037,19008.0447,569.846844,526.09304,86
2038,19008.1673,569.850520,526.08965,54
2039,19008.3514,569.856039,526.08455,79
2040,19008.4955,569.860359,526.08056,88
2041,19008.9237,569.873196,526.06871,66
2042,19008.9883,569.875133,526.06692,83
2043,19009.0932,569.878277,526.06402,44
2044,19009.2892,569.884153,526.05860,82
2045,19009.4405,569.888689,526.05441,76
2046,19009.4938,569.890287,526.05293,46
2047,19009.7020,569.896529,526.04717,84
2048,19009.9058,569.902639,526.04153,82
2049,19010.0508,569.906986,526.03752,59
2050,19010.1899,569.911156,526.03367,79
2051,19010.6615,569.925294,526.02062,80
2052,19010.7165,569.926943,526.01910,81
2053,19010.7859,569.929023,526.01718,80
2054,19011.0650,569.937391,526.00946,82
2055,19011.4512,569.948969,525.99877,48
2056,19011.6394,569.954611,525.99357,82
2057,19011.8510,569.960954,525.98771,81
2058,19011.9023,569.962492,525.98629,80
2059,19012.2761,569.973698,525.97595,53
2060,19012.3707,569.976534,525.97333,82
2061,19012.4567,569.979113,525.97095,81
2062,19012.7118,569.986760,525.96390,81
2063,19012.7989,569.989372,525.96149,86
2064,19012.9173,569.992921,525.95821,34
2065,19013.0229,569.996087,525.95529,40
2066,19013.2438,570.002709,525.94918,84
2067,19013.4855,570.009955,525.94249,75
2068,19013.6090,570.013658,525.93908,73
2069,19013.6356,570.014455,525.93834,81
2070,19013.6702,570.015492,525.93739,45
2071,19013.9793,570.024759,525.92884,85
2072,19014.0792,570.027754,525.92607,36
2073,19014.2317,570.032326,525.92185,81
2074,19014.7218,570.047019,525.90830,79
2075,19014.8971,570.052274,525.90345,81
2076,19014.9409,570.053587,525.90224,75
2077,19015.2610,570.063183,525.89339,75
2078,19015.4088,570.067614,525.88930,74
2079,19015.5243,570.071077,525.88610,59
2080,19015.6234,570.074048,525.88336,77
2081,19015.9959,570.085215,525.87306,67
2082,19016.0686,570.087395,525.87105,85
2083,19016.2707,570.093454,525.86546,72
2084,19016.3484,570.095783,525.86331,57
2085,19016.5163,570.100816,525.85867,73
2086,19016.6942,570.106150,525.85375,76
2087,19016.8885,570.111975,525.84838,75
2088,19016.9684,570.114370,525.84617,85
2089,19017.1145,570.118750,525.84213,60
2090,19017.2915,570.124056,525.83724,75
2091,19017.4709,570.129435,525.83228,66
2092,19017.8526,570.140878,525.82172,73
2093,19018.0252,570.146052,525.81695,77
2094,19018.1205,570.148909,525.81431,89
2095,19018.2088,570.151556,525.81187,48
2096,19018.3853,570.156848,525.80699,75
2097,19018.5438,570.161599,525.80261,63
2098,19018.6275,570.164109,525.80030,44
2099,19018.8813,570.171717,525.79328,68
2100,19019.0009,570.175303,525.78997,80
2101,19019.0340,570.176295,525.78906,73
2102,19019.3650,570.186218,525.77991,85
2103,19019.4860,570.189846,525.77656,79
2104,19019.5534,570.191866,525.77470,55
2105,19019.7841,570.198783,525.76832,65
2106,19019.9162,570.202743,525.76467,63
2107,19020.1277,570.209083,525.75883,82
2108,19020.1888,570.210915,525.75714,72
2109,19020.3081,570.214492,525.75384,57
2110,19020.3816,570.216695,525.75181,50
2111,19020.5595,570.222029,525.74689,61
2112,19020.5946,570.223081,525.74592,72
2113,19020.6712,570.225377,525.74380,60
2114,19020.7039,570.226358,525.74290,29
2115,19020.9002,570.232242,525.73747,67
2116,19020.9425,570.233511,525.73630,82
2117,19021.0065,570.235429,525.73453,86
2118,19021.2058,570.241404,525.72903,57
2119,19021.2978,570.244162,525.72648,49
2120,19021.4846,570.249762,525.72132,62
2121,19021.5615,570.252068,525.71920,40
2122,19021.7263,570.257008,525.71464,50
2123,19021.7984,570.259170,525.71265,41
2124,19021.9400,570.263415,525.70873,53
2125,19021.9993,570.265193,525.70710,32
2126,19022.1179,570.268748,525.70382,84
2127,19022.1779,570.270547,525.70216,82
2128,19022.2676,570.273236,525.69968,45
2129,19022.3845,570.276741,525.69645,36
2130,19022.4700,570.279304,525.69409,35
2131,19022.5281,570.281046,525.69248,37
2132,19022.7056,570.286367,525.68758,38
2133,19022.9249,570.292941,525.68152,67
2134,19022.9721,570.294356,525.68021,84
2135,19023.1347,570.299231,525.67572,37
2136,19023.5510,570.311711,525.66421,59
2137,19023.7360,570.317258,525.65910,79
2138,19024.0665,570.327166,525.64997,83
2139,19024.3808,570.336588,525.64129,56
2140,19024.9119,570.352510,525.62661,83
2141,19024.9575,570.353877,525.62535,84
2142,19025.9907,570.384852,525.59681,84
2143,19026.3394,570.395306,525.58718,72
